imageName,imagePath,class,height,width
05091.jpg,Dataset/Car Images/Train Images/Ford Focus Sedan 2007/05091.jpg,Ford Focus Sedan 2007,768,1024
07240.jpg,Dataset/Car Images/Train Images/Ford Focus Sedan 2007/07240.jpg,Ford Focus Sedan 2007,360,480
05261.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/05261.jpg,Acura RL Sedan 2012,150,250
00858.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/00858.jpg,Acura RL Sedan 2012,1575,2100
06839.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/06839.jpg,Acura RL Sedan 2012,164,300
03767.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/03767.jpg,Acura RL Sedan 2012,200,300
07897.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/07897.jpg,Acura RL Sedan 2012,420,628
00691.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/00691.jpg,Acura RL Sedan 2012,450,600
03011.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/03011.jpg,Acura RL Sedan 2012,683,1024
05930.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/05930.jpg,Acura RL Sedan 2012,275,440
05259.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/05259.jpg,Acura RL Sedan 2012,540,900
06624.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/06624.jpg,Acura RL Sedan 2012,480,640
02669.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/02669.jpg,Acura RL Sedan 2012,600,800
04486.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/04486.jpg,Acura RL Sedan 2012,469,750
03317.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/03317.jpg,Acura RL Sedan 2012,445,480
01891.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/01891.jpg,Acura RL Sedan 2012,480,640
04244.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/04244.jpg,Acura RL Sedan 2012,534,800
03267.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/03267.jpg,Acura RL Sedan 2012,300,460
02540.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/02540.jpg,Acura RL Sedan 2012,518,720
03690.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/03690.jpg,Acura RL Sedan 2012,570,1000
03875.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/03875.jpg,Acura RL Sedan 2012,528,800
01535.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/01535.jpg,Acura RL Sedan 2012,225,450
03537.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/03537.jpg,Acura RL Sedan 2012,319,478
07960.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/07960.jpg,Acura RL Sedan 2012,140,288
06061.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/06061.jpg,Acura RL Sedan 2012,1236,2000
04892.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/04892.jpg,Acura RL Sedan 2012,182,300
02314.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/02314.jpg,Acura RL Sedan 2012,300,450
05295.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/05295.jpg,Acura RL Sedan 2012,225,450
01031.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/01031.jpg,Acura RL Sedan 2012,347,960
04011.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/04011.jpg,Acura RL Sedan 2012,360,480
01034.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/01034.jpg,Acura RL Sedan 2012,347,960
02065.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/02065.jpg,Acura RL Sedan 2012,469,750
06571.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/06571.jpg,Acura RL Sedan 2012,322,468
00670.jpg,Dataset/Car Images/Train Images/Acura RL Sedan 2012/00670.jpg,Acura RL Sedan 2012,366,550
00052.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/00052.jpg,Jeep Grand Cherokee SUV 2012,424,808
06435.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/06435.jpg,Jeep Grand Cherokee SUV 2012,350,625
04391.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/04391.jpg,Jeep Grand Cherokee SUV 2012,506,950
02327.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/02327.jpg,Jeep Grand Cherokee SUV 2012,225,300
00916.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/00916.jpg,Jeep Grand Cherokee SUV 2012,410,640
02872.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/02872.jpg,Jeep Grand Cherokee SUV 2012,446,590
01980.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/01980.jpg,Jeep Grand Cherokee SUV 2012,768,1024
06736.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/06736.jpg,Jeep Grand Cherokee SUV 2012,225,300
05217.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/05217.jpg,Jeep Grand Cherokee SUV 2012,640,1024
06865.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/06865.jpg,Jeep Grand Cherokee SUV 2012,225,300
06899.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/06899.jpg,Jeep Grand Cherokee SUV 2012,768,1024
07588.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/07588.jpg,Jeep Grand Cherokee SUV 2012,334,500
03116.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/03116.jpg,Jeep Grand Cherokee SUV 2012,360,424
05577.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/05577.jpg,Jeep Grand Cherokee SUV 2012,768,1024
03890.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/03890.jpg,Jeep Grand Cherokee SUV 2012,263,350
03477.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/03477.jpg,Jeep Grand Cherokee SUV 2012,480,640
02024.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/02024.jpg,Jeep Grand Cherokee SUV 2012,360,424
03474.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/03474.jpg,Jeep Grand Cherokee SUV 2012,938,1500
02001.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/02001.jpg,Jeep Grand Cherokee SUV 2012,480,640
07838.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/07838.jpg,Jeep Grand Cherokee SUV 2012,452,600
04672.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/04672.jpg,Jeep Grand Cherokee SUV 2012,768,1024
01441.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/01441.jpg,Jeep Grand Cherokee SUV 2012,600,799
02558.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/02558.jpg,Jeep Grand Cherokee SUV 2012,184,274
07811.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/07811.jpg,Jeep Grand Cherokee SUV 2012,194,259
03888.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/03888.jpg,Jeep Grand Cherokee SUV 2012,198,264
06077.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/06077.jpg,Jeep Grand Cherokee SUV 2012,194,259
04107.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/04107.jpg,Jeep Grand Cherokee SUV 2012,347,462
08065.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/08065.jpg,Jeep Grand Cherokee SUV 2012,366,650
06100.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/06100.jpg,Jeep Grand Cherokee SUV 2012,768,1024
01492.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/01492.jpg,Jeep Grand Cherokee SUV 2012,537,775
01861.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/01861.jpg,Jeep Grand Cherokee SUV 2012,375,500
03045.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/03045.jpg,Jeep Grand Cherokee SUV 2012,480,640
01769.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/01769.jpg,Jeep Grand Cherokee SUV 2012,360,480
07872.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/07872.jpg,Jeep Grand Cherokee SUV 2012,287,459
07641.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/07641.jpg,Jeep Grand Cherokee SUV 2012,480,640
03627.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/03627.jpg,Jeep Grand Cherokee SUV 2012,480,640
02129.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/02129.jpg,Jeep Grand Cherokee SUV 2012,176,300
05690.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/05690.jpg,Jeep Grand Cherokee SUV 2012,168,300
03197.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/03197.jpg,Jeep Grand Cherokee SUV 2012,263,350
03140.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/03140.jpg,Jeep Grand Cherokee SUV 2012,480,640
02064.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/02064.jpg,Jeep Grand Cherokee SUV 2012,225,300
05455.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/05455.jpg,Jeep Grand Cherokee SUV 2012,225,300
02886.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/02886.jpg,Jeep Grand Cherokee SUV 2012,407,580
02930.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/02930.jpg,Jeep Grand Cherokee SUV 2012,751,1125
06822.jpg,Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/06822.jpg,Jeep Grand Cherokee SUV 2012,768,1024
02255.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/02255.jpg,Suzuki Aerio Sedan 2007,186,399
00331.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/00331.jpg,Suzuki Aerio Sedan 2007,480,640
03148.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/03148.jpg,Suzuki Aerio Sedan 2007,375,500
04632.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/04632.jpg,Suzuki Aerio Sedan 2007,228,380
06430.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/06430.jpg,Suzuki Aerio Sedan 2007,194,259
03212.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/03212.jpg,Suzuki Aerio Sedan 2007,160,240
04151.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/04151.jpg,Suzuki Aerio Sedan 2007,480,640
03170.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/03170.jpg,Suzuki Aerio Sedan 2007,600,800
03358.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/03358.jpg,Suzuki Aerio Sedan 2007,395,590
01759.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/01759.jpg,Suzuki Aerio Sedan 2007,225,300
03991.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/03991.jpg,Suzuki Aerio Sedan 2007,390,520
07414.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/07414.jpg,Suzuki Aerio Sedan 2007,200,400
06440.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/06440.jpg,Suzuki Aerio Sedan 2007,323,485
06079.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/06079.jpg,Suzuki Aerio Sedan 2007,390,520
00590.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/00590.jpg,Suzuki Aerio Sedan 2007,204,300
07957.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/07957.jpg,Suzuki Aerio Sedan 2007,698,1280
03675.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/03675.jpg,Suzuki Aerio Sedan 2007,640,1280
00400.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/00400.jpg,Suzuki Aerio Sedan 2007,183,275
07582.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/07582.jpg,Suzuki Aerio Sedan 2007,480,640
01858.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/01858.jpg,Suzuki Aerio Sedan 2007,681,1024
01319.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/01319.jpg,Suzuki Aerio Sedan 2007,326,434
00984.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/00984.jpg,Suzuki Aerio Sedan 2007,685,1024
06113.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/06113.jpg,Suzuki Aerio Sedan 2007,480,640
05750.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/05750.jpg,Suzuki Aerio Sedan 2007,768,1024
04933.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/04933.jpg,Suzuki Aerio Sedan 2007,200,400
07037.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/07037.jpg,Suzuki Aerio Sedan 2007,480,640
02198.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/02198.jpg,Suzuki Aerio Sedan 2007,318,424
08098.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/08098.jpg,Suzuki Aerio Sedan 2007,300,450
07550.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/07550.jpg,Suzuki Aerio Sedan 2007,225,300
06672.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/06672.jpg,Suzuki Aerio Sedan 2007,500,666
08138.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/08138.jpg,Suzuki Aerio Sedan 2007,446,680
05018.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/05018.jpg,Suzuki Aerio Sedan 2007,480,640
02987.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/02987.jpg,Suzuki Aerio Sedan 2007,138,300
00933.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/00933.jpg,Suzuki Aerio Sedan 2007,480,640
04228.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/04228.jpg,Suzuki Aerio Sedan 2007,178,283
06175.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/06175.jpg,Suzuki Aerio Sedan 2007,768,1024
03437.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/03437.jpg,Suzuki Aerio Sedan 2007,1200,1600
06374.jpg,Dataset/Car Images/Train Images/Suzuki Aerio Sedan 2007/06374.jpg,Suzuki Aerio Sedan 2007,225,450
05089.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/05089.jpg,Spyker C8 Convertible 2009,782,1280
06769.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/06769.jpg,Spyker C8 Convertible 2009,409,600
04963.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/04963.jpg,Spyker C8 Convertible 2009,286,430
03002.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/03002.jpg,Spyker C8 Convertible 2009,1200,1600
03564.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/03564.jpg,Spyker C8 Convertible 2009,533,800
00736.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/00736.jpg,Spyker C8 Convertible 2009,252,450
06958.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/06958.jpg,Spyker C8 Convertible 2009,456,608
02727.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/02727.jpg,Spyker C8 Convertible 2009,480,640
07935.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/07935.jpg,Spyker C8 Convertible 2009,531,800
01607.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/01607.jpg,Spyker C8 Convertible 2009,480,720
04231.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/04231.jpg,Spyker C8 Convertible 2009,512,800
06397.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/06397.jpg,Spyker C8 Convertible 2009,768,1024
05001.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/05001.jpg,Spyker C8 Convertible 2009,480,640
02236.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/02236.jpg,Spyker C8 Convertible 2009,375,500
04082.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/04082.jpg,Spyker C8 Convertible 2009,262,429
02802.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/02802.jpg,Spyker C8 Convertible 2009,317,440
07984.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/07984.jpg,Spyker C8 Convertible 2009,325,500
03076.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/03076.jpg,Spyker C8 Convertible 2009,1067,1600
02208.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/02208.jpg,Spyker C8 Convertible 2009,395,500
03310.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/03310.jpg,Spyker C8 Convertible 2009,586,800
06240.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/06240.jpg,Spyker C8 Convertible 2009,480,640
05563.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/05563.jpg,Spyker C8 Convertible 2009,300,453
05629.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/05629.jpg,Spyker C8 Convertible 2009,411,650
00544.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/00544.jpg,Spyker C8 Convertible 2009,480,640
07799.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/07799.jpg,Spyker C8 Convertible 2009,380,480
00158.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/00158.jpg,Spyker C8 Convertible 2009,960,1280
00428.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/00428.jpg,Spyker C8 Convertible 2009,480,640
04276.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/04276.jpg,Spyker C8 Convertible 2009,333,500
03257.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/03257.jpg,Spyker C8 Convertible 2009,413,550
07743.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/07743.jpg,Spyker C8 Convertible 2009,400,600
05180.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/05180.jpg,Spyker C8 Convertible 2009,425,640
03527.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/03527.jpg,Spyker C8 Convertible 2009,236,640
01334.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/01334.jpg,Spyker C8 Convertible 2009,283,468
07630.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/07630.jpg,Spyker C8 Convertible 2009,540,720
05622.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/05622.jpg,Spyker C8 Convertible 2009,500,800
06371.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/06371.jpg,Spyker C8 Convertible 2009,1200,1600
02922.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/02922.jpg,Spyker C8 Convertible 2009,290,500
03357.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/03357.jpg,Spyker C8 Convertible 2009,275,444
01347.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/01347.jpg,Spyker C8 Convertible 2009,338,450
00461.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/00461.jpg,Spyker C8 Convertible 2009,360,640
05247.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/05247.jpg,Spyker C8 Convertible 2009,420,630
05440.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/05440.jpg,Spyker C8 Convertible 2009,1200,1600
03153.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/03153.jpg,Spyker C8 Convertible 2009,333,500
04577.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/04577.jpg,Spyker C8 Convertible 2009,480,640
07650.jpg,Dataset/Car Images/Train Images/Spyker C8 Convertible 2009/07650.jpg,Spyker C8 Convertible 2009,385,550
00324.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/00324.jpg,Toyota Sequoia SUV 2012,131,210
02283.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/02283.jpg,Toyota Sequoia SUV 2012,225,300
01824.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/01824.jpg,Toyota Sequoia SUV 2012,300,400
00045.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/00045.jpg,Toyota Sequoia SUV 2012,375,500
07288.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/07288.jpg,Toyota Sequoia SUV 2012,324,575
02858.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/02858.jpg,Toyota Sequoia SUV 2012,683,1024
03366.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/03366.jpg,Toyota Sequoia SUV 2012,600,800
06023.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/06023.jpg,Toyota Sequoia SUV 2012,325,600
01299.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/01299.jpg,Toyota Sequoia SUV 2012,480,640
04094.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/04094.jpg,Toyota Sequoia SUV 2012,1024,1280
00543.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/00543.jpg,Toyota Sequoia SUV 2012,300,400
03466.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/03466.jpg,Toyota Sequoia SUV 2012,323,644
04325.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/04325.jpg,Toyota Sequoia SUV 2012,278,480
04641.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/04641.jpg,Toyota Sequoia SUV 2012,375,500
02393.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/02393.jpg,Toyota Sequoia SUV 2012,492,786
03271.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/03271.jpg,Toyota Sequoia SUV 2012,250,400
07003.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/07003.jpg,Toyota Sequoia SUV 2012,291,800
01843.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/01843.jpg,Toyota Sequoia SUV 2012,480,640
03065.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/03065.jpg,Toyota Sequoia SUV 2012,236,500
03337.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/03337.jpg,Toyota Sequoia SUV 2012,235,500
03109.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/03109.jpg,Toyota Sequoia SUV 2012,183,276
03041.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/03041.jpg,Toyota Sequoia SUV 2012,378,630
04277.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/04277.jpg,Toyota Sequoia SUV 2012,200,420
05974.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/05974.jpg,Toyota Sequoia SUV 2012,480,640
00012.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/00012.jpg,Toyota Sequoia SUV 2012,315,500
03916.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/03916.jpg,Toyota Sequoia SUV 2012,397,640
04314.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/04314.jpg,Toyota Sequoia SUV 2012,186,300
03090.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/03090.jpg,Toyota Sequoia SUV 2012,450,600
00599.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/00599.jpg,Toyota Sequoia SUV 2012,360,480
07792.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/07792.jpg,Toyota Sequoia SUV 2012,480,640
07424.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/07424.jpg,Toyota Sequoia SUV 2012,314,478
04501.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/04501.jpg,Toyota Sequoia SUV 2012,360,480
08110.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/08110.jpg,Toyota Sequoia SUV 2012,225,300
05024.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/05024.jpg,Toyota Sequoia SUV 2012,768,1024
05527.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/05527.jpg,Toyota Sequoia SUV 2012,450,550
04573.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/04573.jpg,Toyota Sequoia SUV 2012,269,358
03779.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/03779.jpg,Toyota Sequoia SUV 2012,1152,1728
03385.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/03385.jpg,Toyota Sequoia SUV 2012,229,500
02703.jpg,Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/02703.jpg,Toyota Sequoia SUV 2012,396,646
01006.jpg,Dataset/Car Images/Train Images/Nissan Juke Hatchback 2012/01006.jpg,Nissan Juke Hatchback 2012,1536,2048
06393.jpg,Dataset/Car Images/Train Images/Nissan Juke Hatchback 2012/06393.jpg,Nissan Juke Hatchback 2012,1728,2592
01561.jpg,Dataset/Car Images/Train Images/Nissan Juke Hatchback 2012/01561.jpg,Nissan Juke Hatchback 2012,960,1280
04183.jpg,Dataset/Car Images/Train Images/Nissan Juke Hatchback 2012/04183.jpg,Nissan Juke Hatchback 2012,883,1024
02864.jpg,Dataset/Car Images/Train Images/Nissan Juke Hatchback 2012/02864.jpg,Nissan Juke Hatchback 2012,782,1280
00241.jpg,Dataset/Car Images/Train Images/Nissan Juke Hatchback 2012/00241.jpg,Nissan Juke Hatchback 2012,768,1024
01375.jpg,Dataset/Car Images/Train Images/Nissan Juke Hatchback 2012/01375.jpg,Nissan Juke Hatchback 2012,1333,2000
06631.jpg,Dataset/Car Images/Train Images/Nissan Juke Hatchback 2012/06631.jpg,Nissan Juke Hatchback 2012,1182,800
06989.jpg,Dataset/Car Images/Train Images/Nissan Juke Hatchback 2012/06989.jpg,Nissan Juke Hatchback 2012,511,1024
01016.jpg,Dataset/Car Images/Train Images/Nissan Juke Hatchback 2012/01016.jpg,Nissan Juke Hatchback 2012,1066,1600
07671.jpg,Dataset/Car Images/Train Images/Nissan Juke Hatchback 2012/07671.jpg,Nissan Juke Hatchback 2012,1224,1632
05388.jpg,Dataset/Car Images/Train Images/Nissan Juke Hatchback 2012/05388.jpg,Nissan Juke Hatchback 2012,1067,1600
